color;player name;platform;player id;car id;car name;game duration;score;goals;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken;result;source_file
orange;DizzyyChillin;PS4;DizzyyChillin;7901;Fast & Furious Mazda RX-7;383;938;4;4;7;11;5;5;57.14;389;48.23;2534;1941;593;27;52;597;343;254;5;22;45.58;73.07;340;774;159;1519;513999;178.01;47.27;142.33;37.8;56.24;14.93;217.52;57.76;158.15;42.0;0.9;0.24;5.32;0.1;51;350.1;350.1;2069;1434;2581;256.29;68.06;120.28;31.94;226.66;60.19;149.91;39.81;174.56;46.35;120.6;32.03;81.42;21.62;1;2;loser;13baa095-14d3-4c4c-9fc7-5cbd04b08ef4-players.csv
blue;Unc;Steam;76561198288463436;4284;Fennec;384;1336;8;2;13;9;3;3;61.54;479;47.39;3116;2458;658;30;65;640;413;227;5;21;33.95;38.42;320;397;18;1542;525391;185.91;48.78;124.46;32.66;70.73;18.56;176.34;46.27;191.02;50.12;13.73;3.6;9.74;0.09;109;341.1;341.1;1894;1788;2074;320.65;84.14;60.44;15.86;251.62;66.02;129.48;33.98;192.44;50.5;110.18;28.91;78.48;20.59;1;1;winner;1448e3f0-eebd-4a90-8c14-b8bbbc07679e-players.csv
orange;sadban;Steam;76561198141673661;4284;Fennec;384;910;3;4;9;13;8;8;33.33;449;37.86;2756;2138;618;25;53;400;213;187;3;16;56.08;34.36;545;283;86;1492;501065;189.38;49.72;132.93;34.9;58.59;15.38;189.27;49.69;174.67;45.86;16.96;4.45;5.35;0.1;53;355.9;355.9;1766;1184;2174;265.47;69.7;115.43;30.3;226.59;59.49;154.31;40.51;166.05;43.59;116.81;30.67;98.04;25.74;1;1;loser;1448e3f0-eebd-4a90-8c14-b8bbbc07679e-players.csv
blue;YKrexx;Epic;1bc73aca21534b3c9a6aa6c6910e8856;4284;Fennec;423;1280;6;4;8;12;7;7;75.0;336;40.38;2238;1648;590;20;50;473;330;143;4;12;41.09;43.15;98;351;69;1409;518873;239.22;57.11;146.74;35.03;32.94;7.86;247.06;58.98;160.87;38.4;10.98;2.62;5.26;0.15;35;372.5;372.5;2150;1927;2370;314.74;75.13;104.16;24.87;272.29;65.0;146.61;35.0;213.14;50.88;139.53;33.31;66.23;15.81;1;1;loser;152d71da-fa3f-479e-a1dd-11deac650bde-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;423;1234;7;2;12;8;6;6;58.33;372;42.13;2385;1539;846;19;79;920;546;374;6;34;40.74;33.21;180;272;28;1494;549381;208.47;49.75;158.49;37.82;52.09;12.43;237.56;56.69;173.7;41.45;7.79;1.86;5.25;0.17;31;372.3;372.3;2184;1851;2527;310.22;74.03;108.83;25.97;248.25;59.24;170.8;40.76;169.25;40.39;138.46;33.04;111.34;26.57;1;1;winner;152d71da-fa3f-479e-a1dd-11deac650bde-players.csv
blue;CAKE_1.0;Epic;5028abf1ee7e48168bc1500dbc281be3;4284;Fennec;384;967;3;4;9;7;4;4;33.33;470;51.62;2777;2316;461;30;41;586;428;158;5;15;75.64;58.09;282;695;80;1517;528752;179.46;47.53;138.06;36.57;60.05;15.9;173.01;45.82;174.85;46.31;29.71;7.87;1.14;0.04;32;351.7;351.7;1600;1289;1896;278.76;73.83;98.81;26.17;236.74;62.7;140.83;37.3;182.66;48.38;112.84;29.89;82.07;21.74;1;2;loser;15ecb605-b8dc-4c9f-95e6-d5ccbba3b23e-players.csv
orange;Camerz;Steam;76561198928744312;4284;Fennec;384;1134;4;5;7;9;3;3;57.14;374;40.82;2259;1591;668;21;59;467;175;292;3;25;40.06;52.41;384;385;129;1544;536591;170.05;44.91;162.9;43.02;45.72;12.07;216.76;57.24;150.28;39.69;11.62;3.07;6.28;0.18;35;351.5;351.5;2126;1410;2572;295.57;78.06;83.09;21.94;239.1;63.14;139.57;36.86;171.27;45.23;119.44;31.54;87.96;23.23;2;1;winner;15ecb605-b8dc-4c9f-95e6-d5ccbba3b23e-players.csv
blue;MarkoGamer1358;Epic;e3a655226efd4e26a4e3cf96e507c3dd;1295;Takumi RX-T;387;971;4;3;7;7;5;5;57.14;418;41.29;2499;1943;556;23;50;804;426;378;5;33;70.34;40.32;85;362;73;1463;505799;193.19;50.43;140.21;36.6;49.71;12.98;195.24;50.96;173.77;45.36;14.1;3.68;6.34;0.21;30;350.0;350.0;1629;1337;1892;295.6;77.16;87.52;22.84;173.89;45.39;209.22;54.61;125.87;32.85;106.32;27.75;150.93;39.39;3;1;loser;17c9b518-6e62-4e0f-a90e-a93e836925d7-players.csv
orange;357;Epic;a4dfac0d3e21490288248d4a95fae41c;4284;Fennec;387;1049;5;4;7;7;4;4;71.43;408;43.22;2438;1776;662;24;60;476;287;189;4;17;32.07;40.23;329;471;112;1379;465588;209.72;55.7;124.92;33.17;41.91;11.13;217.35;57.72;154.77;41.1;4.43;1.18;14.96;0.14;110;349.9;349.9;1580;1555;1584;270.4;71.81;106.14;28.19;286.08;75.97;90.47;24.03;227.0;60.28;93.04;24.71;56.51;15.01;1;3;winner;17c9b518-6e62-4e0f-a90e-a93e836925d7-players.csv
blue;User-5bb519dbf9;Epic;18db22c7ad04422780a3395207056d9c;23;Octane;375;1150;7;1;11;7;4;4;63.64;492;30.87;2590;2009;581;22;48;596;342;254;4;21;91.66;41.14;530;190;57;1629;543500;153.66;41.02;156.84;41.87;64.07;17.1;216.63;57.84;149.5;39.91;8.43;2.25;5.81;0.15;38;332.0;332.0;1988;1873;2132;297.35;79.39;77.21;20.61;200.76;53.6;173.81;46.4;143.68;38.36;136.06;36.33;94.82;25.32;1;0;winner;184bfb82-d830-4380-9d8a-074417ac9a11-players.csv
orange;L1NDZ4Y9410;XBox;c6f16e84f2010900;4284;Fennec;375;971;4;3;7;11;7;7;57.14;492;41.51;2834;2289;545;27;48;357;200;157;2;14;61.78;35.72;409;418;4;1561;515572;163.1;43.91;146.11;39.34;62.24;16.76;213.31;57.43;144.96;39.03;13.18;3.55;4.2;0.13;32;332.0;332.0;1976;1166;2557;248.9;67.01;122.55;32.99;248.63;66.93;122.82;33.07;188.69;50.8;107.1;28.83;75.66;20.37;0;1;loser;184bfb82-d830-4380-9d8a-074417ac9a11-players.csv
blue;cxruppt0;Epic;a897c60fb4ad4566ad03ecaec4e2357e;4284;Fennec;410;1198;6;3;9;8;5;5;66.67;484;44.83;3100;2377;723;27;67;979;657;322;7;29;51.36;36.22;465;254;42;1533;552858;199.33;48.96;143.35;35.21;64.43;15.83;236.86;58.18;155.45;38.18;14.8;3.64;7.96;0.14;57;366.1;366.1;1591;1359;1937;330.67;81.23;76.43;18.77;221.95;54.52;185.15;45.48;161.35;39.63;128.01;31.44;117.74;28.92;0;1;winner;18b141b5-642d-4bb8-b898-82f40caee5e5-players.csv
orange;housemannetje;Epic;10f66847d7b8428990e3e23e060a64eb;4284;Fennec;410;1028;5;3;8;9;6;6;62.5;469;51.68;3086;2281;805;28;67;297;127;170;2;16;42.15;37.99;469;528;72;1533;559847;192.96;47.06;155.16;37.84;61.95;15.11;236.99;57.79;149.41;36.44;23.66;5.77;7.3;0.1;72;366.0;366.0;1716;1280;2000;291.08;70.98;118.98;29.02;300.43;73.26;109.63;26.74;211.39;51.55;137.8;33.6;60.87;14.84;1;0;loser;18b141b5-642d-4bb8-b898-82f40caee5e5-players.csv
blue;GottaHaveMojo;Epic;18a17173e9f54e08a993c54e911fbcd5;23;Octane;426;1280;7;3;10;11;5;5;70.0;465;32.09;2901;2112;789;25;68;596;428;168;5;15;89.83;46.01;577;388;71;1477;554637;212.57;49.99;158.23;37.21;54.45;12.8;263.58;61.98;157.1;36.94;4.57;1.07;7.53;0.15;51;378.1;378.1;1847;1585;2032;321.42;75.58;103.84;24.42;296.52;69.73;128.73;30.27;215.79;50.74;142.65;33.54;66.81;15.71;2;0;winner;18f27921-6d68-4f37-8049-8525f3c9cb5f-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;426;1047;5;3;11;10;7;7;45.45;400;40.02;2530;1757;773;21;71;674;394;280;5;27;56.96;28.2;170;235;105;1444;533047;217.38;51.94;161.8;38.66;39.38;9.41;233.2;55.72;171.87;41.06;13.48;3.22;4.21;0.16;27;378.0;378.0;1911;1636;2320;297.85;71.16;120.71;28.84;231.58;55.33;186.98;44.67;165.63;39.57;141.74;33.86;111.18;26.56;0;2;loser;18f27921-6d68-4f37-8049-8525f3c9cb5f-players.csv
blue;STIK0047;Epic;3daa0ee82d9446c8b812fe2d5a197340;23;Octane;362;1007;4;4;9;7;2;2;44.44;546;50.85;3030;2596;434;35;40;775;573;202;7;19;63.63;51.54;635;909;132;1604;538930;141.09;39.02;160.74;44.45;59.77;16.53;200.15;55.35;130.1;35.98;31.36;8.67;5.73;0.1;60;335.9;335.9;2112;1709;2636;276.83;76.56;84.77;23.44;208.61;57.69;153.0;42.31;146.87;40.62;125.55;34.72;89.18;24.66;0;0;winner;19567cf0-890f-4774-9c54-3f360fe76f1d-players.csv
orange;Meta-Creator;Epic;c8e6819f08324625ac1b6c290d4f08ba;4284;Fennec;362;766;2;4;7;9;4;4;28.57;414;51.21;2473;1826;647;26;58;835;619;216;7;19;48.25;51.18;179;695;85;1560;522722;155.93;43.12;143.79;39.76;61.89;17.12;180.81;50.0;160.32;44.34;20.48;5.66;6.1;0.11;58;336.1;336.1;1714;1070;2214;257.67;71.26;103.94;28.74;220.49;60.97;141.12;39.03;162.0;44.8;105.57;29.19;94.04;26.01;0;0;loser;19567cf0-890f-4774-9c54-3f360fe76f1d-players.csv
blue;xomi;Epic;ba9fea55790046e191230fc452852842;4284;Fennec;409;495;1;2;5;10;10;10;20.0;467;42.78;2924;2414;510;27;47;560;390;170;5;16;64.86;34.49;359;154;39;1431;518552;226.33;55.45;137.71;33.74;44.13;10.81;221.94;54.37;159.89;39.17;26.34;6.45;4.92;0.1;47;364.6;364.6;1699;1320;2144;242.24;59.35;165.93;40.65;279.86;68.57;128.3;31.43;210.33;51.53;115.99;28.42;81.85;20.05;0;0;loser;1ac4cc8b-3521-4777-b333-f27a3358c660-players.csv
orange;Meta-Creator;Epic;c8e6819f08324625ac1b6c290d4f08ba;4284;Fennec;409;1531;10;2;10;5;1;1;100.0;367;50.97;2580;2002;578;26;53;618;403;215;5;20;43.14;61.48;149;583;96;1543;560156;192.5;47.19;151.77;37.21;63.65;15.6;220.97;54.17;175.73;43.08;11.21;2.75;7.1;0.12;59;364.3;364.3;2173;2023;2248;334.22;81.93;73.7;18.07;243.43;59.68;164.48;40.32;180.03;44.13;122.83;30.11;105.06;25.76;0;0;winner;1ac4cc8b-3521-4777-b333-f27a3358c660-players.csv
blue;Tjhoff22;XBox;7ba97d07fd010900;4284;Fennec;234;170;0;1;2;11;7;7;0.0;354;38.75;1316;1021;295;13;26;111;87;24;1;2;53.84;22.33;247;195;12;1361;279917;141.2;60.46;72.2;30.92;20.14;8.62;158.62;67.92;68.07;29.15;6.84;2.93;0.53;0.11;5;208.8;208.8;2101;1325;2164;160.66;68.79;72.88;31.21;182.91;78.32;50.63;21.68;148.45;63.57;63.69;27.27;21.4;9.16;0;0;loser;1b48a44c-dd1c-4f9b-87c2-d52f15dfad61-players.csv
orange;LiLOGEZY;Epic;940d1067d5154e3e8d1c8173a89b67da;25;Road Hog;234;1303;7;2;11;2;0;0;63.64;499;44.98;1636;1327;309;16;27;661;494;167;6;14;30.1;11.33;146;179;67;1456;300309;123.56;52.9;80.9;34.64;29.11;12.46;101.37;43.4;98.95;42.36;33.26;14.24;2.53;0.11;23;208.7;208.7;1325;1246;1652;191.83;82.13;41.75;17.87;104.15;44.59;129.43;55.41;74.92;32.08;59.82;25.61;98.83;42.31;0;0;winner;1b48a44c-dd1c-4f9b-87c2-d52f15dfad61-players.csv
blue;dinkleberrggg;Epic;7e4728a2a0c4448da2d6c49a808bf254;7012;Tesla Cybertruck;262;668;4;1;8;9;4;4;50.0;452;56.6;1840;1452;388;20;35;473;384;89;5;9;29.43;14.53;338;561;118;1551;349322;118.68;46.17;95.75;37.25;42.61;16.58;146.27;56.91;110.24;42.89;0.53;0.21;5.6;0.09;61;231.1;231.1;2589;1999;2899;175.19;68.16;81.85;31.84;151.12;58.79;105.92;41.21;121.02;47.08;64.21;24.98;71.81;27.94;2;1;winner;1bd6757d-74e4-4722-a99f-70fdbc76f7fb-players.csv
orange;LiLOGEZY;Epic;940d1067d5154e3e8d1c8173a89b67da;23;Octane;262;909;4;3;9;8;4;4;44.44;427;38.92;1788;1335;453;15;40;566;376;190;4;18;56.85;18.04;228;139;34;1480;330341;137.72;54.24;79.61;31.35;36.6;14.41;134.03;52.78;110.23;43.41;9.67;3.81;5.13;0.14;38;231.1;231.1;1648;1410;1953;167.51;65.97;86.42;34.03;137.02;53.96;116.91;46.04;112.65;44.36;56.04;22.07;85.24;33.57;1;2;winner;1bd6757d-74e4-4722-a99f-70fdbc76f7fb-players.csv
blue;21 Sohaib;Epic;bdac25ef63b14b6091cf72a0e31f8e59;4284;Fennec;316;1171;7;2;11;8;4;4;63.64;422;40.07;1991;1412;579;18;43;435;109;326;3;22;34.62;31.61;244;395;198;1589;427611;144.34;45.86;115.07;36.56;55.3;17.57;156.06;49.59;141.08;44.83;17.57;5.58;2.53;0.12;22;275.2;275.2;2027;1653;2417;260.77;82.86;53.94;17.14;185.7;59.01;129.01;40.99;135.38;43.02;93.93;29.85;85.4;27.14;0;0;winner;1bda42f9-7828-4a21-a755-d73ff4623125-players.csv
orange;Coldfire;Steam;76561198273604160;23;Octane;316;895;4;3;8;11;7;7;50.0;291;35.89;1180;661;519;8;46;305;185;120;2;10;33.52;21.73;67;141;14;1431;384237;183.18;58.13;104.92;33.3;27.02;8.57;170.56;54.13;128.38;40.74;16.17;5.13;2.71;0.1;28;271.3;271.3;1777;1454;2109;223.19;70.83;91.93;29.17;215.65;68.44;99.46;31.56;158.6;50.33;105.36;33.43;51.16;16.24;0;0;loser;1bda42f9-7828-4a21-a755-d73ff4623125-players.csv
blue;Ballistic o_O;Epic;78d5ce1517394c0b837b6467b64614b5;4284;Fennec;268;835;5;0;9;2;2;2;55.56;393;57.96;1668;1267;401;19;40;718;568;150;8;15;8.14;30.45;244;393;105;1466;350693;137.69;51.93;94.15;35.51;33.3;12.56;158.24;59.68;91.22;34.41;15.67;5.91;4.57;0.1;46;239.4;239.4;1201;1045;1447;207.46;78.25;57.68;21.75;141.67;53.43;123.46;46.57;108.42;40.89;67.13;25.32;89.59;33.79;1;0;winner;1ca90342-8dc3-42f6-bca2-4f39178e49aa-players.csv
orange;elpulpoloco;Steam;76561198380763522;4284;Fennec;268;554;2;3;2;9;5;5;100.0;442;45.65;1894;1503;391;19;37;257;209;48;3;5;50.47;33.78;154;423;102;1524;355844;121.59;45.95;93.98;35.51;49.07;18.54;163.1;61.63;96.13;36.32;5.41;2.04;7.14;0.12;58;243.4;243.4;2594;2021;2903;200.29;75.68;64.35;24.32;200.8;75.88;63.83;24.12;157.82;59.64;74.58;28.18;32.24;12.18;0;1;loser;1ca90342-8dc3-42f6-bca2-4f39178e49aa-players.csv
blue;recklessflo;XBox;b7b8cc0c00000900;23;Octane;347;1000;4;4;7;8;2;2;57.14;433;48.69;2677;2307;370;29;35;591;500;91;6;8;58.08;47.22;768;547;103;1484;473501;167.11;48.25;132.7;38.32;46.5;13.43;183.27;52.92;139.18;40.19;23.86;6.89;2.87;0.13;22;320.7;320.7;1593;1179;2001;285.51;82.44;60.8;17.56;225.71;65.18;120.59;34.82;166.04;47.95;99.48;28.73;80.78;23.33;1;0;winner;1e492117-a173-485e-8693-0faa7bc8958f-players.csv
orange;J Nelly;Steam;76561198289998766;23;Octane;347;671;2;3;8;7;4;4;25.0;493;36.59;2567;1887;680;20;60;597;357;240;4;21;55.85;44.6;287;121;48;1524;482998;154.77;45.08;131.1;38.18;57.48;16.74;165.55;48.22;159.69;46.51;18.11;5.27;11.43;0.15;75;320.7;320.7;1596;1165;1990;243.92;71.04;99.43;28.96;197.4;57.49;145.95;42.51;144.56;42.1;102.43;29.83;96.36;28.06;0;1;loser;1e492117-a173-485e-8693-0faa7bc8958f-players.csv
blue;Dracolord93;Steam;76561198042562698;23;Octane;387;895;4;2;10;8;6;6;40.0;426;52.33;2441;1933;508;26;46;1099;889;210;11;19;32.39;70.07;256;581;216;1510;515512;174.0;45.72;167.2;43.93;39.39;10.35;225.63;59.29;135.41;35.58;19.54;5.13;7.52;0.12;61;347.4;347.4;1757;1443;2085;272.59;71.62;108.0;28.38;213.4;56.07;167.19;43.93;154.02;40.47;107.84;28.33;118.73;31.2;1;2;loser;20b66b05-f4d4-4aef-8838-4048ddde394b-players.csv
orange;Danii.Parker;Epic;692ac0323b144bf4ad7261146f4fa9ca;23;Octane;387;1335;6;6;8;10;4;4;75.0;368;45.07;2372;1714;658;21;57;300;142;158;2;14;41.09;54.02;81;401;64;1480;508004;202.27;52.75;146.82;38.29;34.36;8.96;219.23;57.17;149.59;39.01;14.63;3.82;5.93;0.16;36;347.4;347.4;1833;1268;2303;288.82;75.32;94.63;24.68;242.86;63.33;140.6;36.67;172.74;45.05;132.39;34.53;78.32;20.43;2;1;winner;20b66b05-f4d4-4aef-8838-4048ddde394b-players.csv
blue;b o s e p h;Epic;259535469ea740d88b5fc4bd53430ce2;23;Octane;439;1849;9;6;15;12;6;6;60.0;501;45.08;3217;2596;621;31;58;455;299;156;3;13;61.34;33.46;342;490;0;1488;552918;222.45;51.64;146.0;33.89;62.32;14.47;199.47;46.31;215.04;49.92;16.26;3.77;8.31;0.11;78;380.4;380.4;1915;1758;2076;344.12;79.88;86.65;20.12;272.74;63.31;158.03;36.69;205.71;47.75;123.12;28.58;101.94;23.66;1;2;winner;21040e50-2871-4ccc-8eba-56aa79e9356b-players.csv
orange;Kaji;Steam;76561199017891814;4284;Fennec;439;1498;6;6;12;15;9;9;50.0;438;43.58;3398;2663;735;30;68;642;381;261;4;23;39.67;35.45;185;295;11;1569;584399;201.97;46.75;156.26;36.17;73.78;17.08;230.9;53.45;193.96;44.9;7.14;1.65;8.93;0.16;55;380.5;380.5;1670;1315;2004;319.21;73.89;112.8;26.11;275.72;63.82;156.29;36.18;213.34;49.38;136.66;31.63;82.0;18.98;2;1;loser;21040e50-2871-4ccc-8eba-56aa79e9356b-players.csv
blue;22;Steam;76561198361142406;4284;Fennec;352;798;2;4;8;7;3;3;25.0;499;43.75;2836;2114;722;26;64;667;395;272;5;24;59.95;35.3;342;344;36;1444;467725;180.42;51.68;125.7;36.01;42.96;12.31;181.44;51.98;145.55;41.69;22.1;6.33;6.53;0.1;64;330.4;330.4;1538;1260;1799;250.85;71.86;98.24;28.14;212.32;60.82;136.77;39.18;163.44;46.82;92.25;26.43;93.39;26.75;4;1;loser;211ec4e4-9401-4c2b-9dfb-db50d1daa530-players.csv
orange;hammed burger;Steam;76561198042155961;4284;Fennec;352;1168;3;7;7;8;2;2;42.86;385;51.82;2409;2047;362;29;32;262;179;83;3;7;37.48;68.91;189;850;120;1415;445044;189.95;55.84;107.91;31.72;42.33;12.44;184.15;54.13;136.4;40.1;19.64;5.77;6.84;0.1;66;334.4;334.4;1804;1350;2269;258.28;75.92;81.91;24.08;218.95;64.36;121.24;35.64;167.5;49.24;100.67;29.59;72.01;21.17;1;4;winner;211ec4e4-9401-4c2b-9dfb-db50d1daa530-players.csv
blue;MintyJuul;Steam;76561198146700845;23;Octane;462;1293;7;3;10;13;8;8;70.0;481;39.95;3440;2626;814;31;75;410;200;210;2;18;72.91;34.01;383;481;0;1527;597292;223.19;49.39;143.16;31.68;85.58;18.94;238.86;52.85;202.31;44.77;10.76;2.38;7.89;0.07;113;400.3;400.3;1842;1367;2202;328.94;72.78;123.0;27.22;323.31;71.54;128.62;28.46;236.94;52.43;149.01;32.97;65.99;14.6;1;3;loser;2156b465-3e86-4538-97a6-1adef0c1dfda-players.csv
orange;Chicken;Steam;76561198389415182;4284;Fennec;462;1517;8;4;13;10;7;7;61.54;403;42.51;2881;1480;1401;18;72;883;545;338;8;31;35.65;46.46;247;253;181;1543;610903;216.1;47.23;176.2;38.51;65.2;14.25;226.88;49.59;201.35;44.01;29.26;6.4;4.87;0.14;35;403.9;403.9;1623;1200;1974;378.5;82.73;79.0;17.27;251.15;54.9;206.35;45.1;176.59;38.6;145.89;31.89;135.02;29.51;3;1;winner;2156b465-3e86-4538-97a6-1adef0c1dfda-players.csv
blue;Dunk;Steam;76561198132806827;23;Octane;429;1073;6;1;10;8;7;7;60.0;408;45.91;2812;2088;724;27;67;649;344;305;5;27;43.75;55.21;258;514;164;1468;550229;208.79;48.81;172.02;40.22;46.93;10.97;235.38;55.03;188.6;44.09;3.76;0.88;5.48;0.14;39;377.1;377.1;1714;1267;2191;318.37;74.43;109.37;25.57;245.21;57.33;182.53;42.67;179.58;41.98;142.48;33.31;105.68;24.71;2;0;loser;236be365-f242-4f48-bf12-11c18a37793b-players.csv
orange;step_bro_3115;PS4;step_bro_3115;4284;Fennec;429;1194;7;1;8;10;6;6;87.5;464;42.47;3118;2498;620;30;54;523;382;141;5;12;55.3;43.16;402;501;117;1538;564002;188.61;44.75;174.11;41.31;58.71;13.93;251.64;59.71;155.13;36.81;14.66;3.48;4.71;0.13;36;380.6;380.6;1969;1628;2333;331.33;78.62;90.1;21.38;301.19;71.47;120.24;28.53;216.57;51.39;131.33;31.16;73.53;17.45;0;2;winner;236be365-f242-4f48-bf12-11c18a37793b-players.csv
blue;Ken;Steam;76561199032500178;4284;Fennec;320;1052;6;1;7;5;3;3;85.71;513;40.67;2417;2030;387;25;35;581;449;132;6;13;46.8;55.76;558;317;97;1560;438766;148.72;47.2;106.17;33.7;60.18;19.1;144.3;45.8;152.92;48.54;17.85;5.67;10.14;0.12;83;284.0;284.0;1483;1375;1587;237.57;75.4;77.5;24.6;197.87;62.8;117.19;37.2;147.99;46.97;92.83;29.46;74.25;23.57;1;1;winner;23813316-7881-4372-8da3-ff90ec82ef16-players.csv
orange;x-iim;PS4;x-iim;4284;Fennec;320;635;3;1;5;7;6;6;60.0;494;38.57;2454;1900;554;20;47;466;286;180;3;15;51.35;15.25;365;100;13;1558;438244;143.76;45.5;118.72;37.58;53.46;16.92;162.56;51.45;145.42;46.03;7.97;2.52;4.34;0.2;22;287.6;287.6;1985;1612;2238;213.62;67.61;102.32;32.39;192.86;61.04;123.08;38.96;137.16;43.41;106.6;33.74;72.18;22.85;1;1;loser;23813316-7881-4372-8da3-ff90ec82ef16-players.csv
blue;lavado.;Epic;f1b412d7159741f194b452ed1da77f92;4284;Fennec;348;910;5;1;10;4;3;3;50.0;483;46.82;3000;2517;483;33;44;758;540;218;8;20;52.27;56.02;265;740;259;1538;486879;158.45;45.56;134.39;38.64;54.97;15.8;173.86;49.99;158.49;45.57;15.46;4.44;5.15;0.12;43;315.8;315.8;1519;1252;1863;284.44;81.78;63.37;18.22;175.52;50.46;172.29;49.54;115.45;33.19;136.83;39.34;95.53;27.47;2;0;winner;24e84e1b-ba38-41ae-ad9c-5288577ae909-players.csv
orange;Plant.;Steam;76561198091612555;4284;Fennec;348;795;3;3;4;10;5;5;75.0;446;45.48;2391;1770;621;21;56;413;200;213;2;18;42.79;23.78;329;281;0;1528;476202;160.41;46.97;122.29;35.81;58.78;17.21;180.77;52.94;142.67;41.78;18.05;5.29;8.41;0.13;64;315.6;315.6;1705;1124;2130;252.88;74.05;88.6;25.95;243.35;71.27;98.12;28.73;173.79;50.89;117.53;34.42;50.16;14.69;0;2;loser;24e84e1b-ba38-41ae-ad9c-5288577ae909-players.csv
blue;Nice Taco Bruh;Steam;76561199047447383;4284;Fennec;15;22;0;0;1;0;0;0;0.0;196;11.27;36;0;36;0;3;36;0;36;0;3;0.7;0.0;0;0;0;1291;15960;7.82;52.03;7.03;46.77;0.18;1.2;12.91;85.95;2.11;14.05;0.0;0.0;0.0;0.0;0;11.1;11.1;1589;1823;822;15.02;100.0;0.0;0.0;6.3;41.94;8.72;58.06;4.62;30.76;4.05;26.96;6.35;42.28;0;0;winner;254b65e1-9b77-4ee1-9a1c-978f92176473-players.csv
orange;DibsOnMemaw;Epic;fe430d25f844402fb091ab5dee2e0ece;23;Octane;15;4;0;0;0;1;0;0;0.0;430;44.24;147;100;47;1;3;0;0;0;0;0;4.21;1.25;0;0;0;1234;15061;9.2;61.66;4.66;31.23;1.06;7.1;10.0;67.07;4.91;32.93;0.0;0.0;0.0;0.0;0;11.0;11.0;1363;581;1425;9.22;61.8;5.7;38.2;14.92;100.0;0.0;0.0;10.97;73.57;3.94;26.43;0.0;0.0;0;0;winner;254b65e1-9b77-4ee1-9a1c-978f92176473-players.csv
blue;Agro;Steam;76561198071207779;23;Octane;347;750;3;3;4;13;9;9;75.0;411;35.61;2064;1474;590;18;52;461;252;209;3;19;54.02;16.5;170;312;34;1452;437269;184.81;53.4;119.15;34.43;42.11;12.17;192.27;55.56;136.38;39.41;17.42;5.03;8.3;0.09;91;299.6;299.6;1783;1555;1914;244.21;70.56;101.87;29.44;253.1;73.14;92.97;26.86;189.97;54.89;111.38;32.18;44.73;12.92;0;0;loser;25ea3288-02be-42b4-b0f7-c309f13df57c-players.csv
orange;Splenda21;PS4;Splenda21;4284;Fennec;347;1424;9;1;13;4;3;3;69.23;500;43.25;2665;2109;556;25;47;867;627;240;7;20;59.06;18.01;153;390;72;1629;490667;148.42;42.87;122.84;35.48;74.95;21.65;149.03;43.04;186.48;53.86;10.71;3.09;3.57;0.05;67;299.5;299.5;1709;1591;1865;266.19;76.89;80.02;23.11;185.77;53.66;160.44;46.34;126.36;36.5;117.7;34.0;102.16;29.51;0;0;winner;25ea3288-02be-42b4-b0f7-c309f13df57c-players.csv
blue;Camerz;Steam;76561198928744312;4284;Fennec;279;1036;5;3;10;5;1;1;50.0;338;47.9;1751;1303;448;19;40;321;166;155;2;13;25.14;50.63;127;456;10;1491;379298;124.34;44.92;128.85;46.55;23.59;8.52;172.93;62.48;102.41;37.0;1.43;0.52;3.8;0.17;23;256.5;256.5;2152;1316;2922;233.81;84.48;42.97;15.52;184.99;66.84;91.79;33.16;139.37;50.36;82.76;29.9;54.64;19.74;0;0;winner;26e9789f-d8f5-4fd0-95d9-142849a4f72f-players.csv
orange;P R I E T O O;Epic;948f08296138449fb4dc437ecef4886a;23;Octane;279;753;1;6;5;10;5;5;20.0;412;54.78;1985;1596;389;24;41;438;289;149;4;16;17.3;48.62;350;826;110;1478;376847;137.18;49.44;106.09;38.24;34.17;12.32;146.25;52.71;118.79;42.82;12.4;4.47;3.63;0.15;25;256.5;256.5;1539;903;2187;219.93;79.27;57.52;20.73;171.27;61.73;106.18;38.27;127.22;45.85;86.6;31.21;63.62;22.93;0;0;loser;26e9789f-d8f5-4fd0-95d9-142849a4f72f-players.csv
